period,sector,manager_type,value_usd,share,share_prev,d_share,value_prev,d_value
2023-03-31,ETF - Broad Equity,Asset Manager - Index/Active,88902408066.0,0.026223491754776014,0.027426621268201317,-0.001203129513425303,87533912867.0,1368495199.0
2023-03-31,ETF - Broad Equity,Hedge Fund - Activist,92740345.0,0.07019023584158467,0.03636433754332707,0.0338258982982576,44527472.0,48212873.0
2023-03-31,ETF - Broad Equity,Hedge Fund - Value,1318321.0,0.0007166022464844802,0.0005267548912273389,0.00018984735525714124,829000.0,489321.0
2023-03-31,ETF - Commodity,Asset Manager - Index,508619.0,1.2950196029295016e-07,,,,
2023-03-31,ETF - Commodity,Asset Manager - Index/Active,1655083692.0,0.0004881990768844541,0.00021405537110485263,0.00027414370577960145,683172164.0,971911528.0
2023-03-31,ETF - Commodity,Hedge Fund - Value,76585324.0,0.04162962982926144,0.04784543711391467,-0.006215807284653228,69105235.0,7480089.0
2023-03-31,ETF - Fixed Income,Asset Manager - Index,1479818508.0,0.00037678379624785693,,,,
2023-03-31,ETF - Fixed Income,Asset Manager - Index/Active,14223534882.0,0.004195507836244351,0.003109188577246661,0.0010863192589976897,9923185191.0,4300349691.0
2023-03-31,ETF - International Equity,Asset Manager - Index,3581922420.0,0.0009120107094057987,,,,
2023-03-31,ETF - International Equity,Asset Manager - Index/Active,13228290199.0,0.003901941089219234,0.00413638388010886,-0.00023444279088962643,13201548328.0,26741871.0
2023-03-31,ETF - Sector,Asset Manager - Index,164105345.0,4.178366099585522e-05,,,,
2023-03-31,ETF - Sector,Asset Manager - Index/Active,1644617401.0,0.00048511184109734437,0.0004980525458936003,-1.2940704796255938e-05,1589568315.0,55049086.0
2023-03-31,ETF - Thematic,Asset Manager - Index/Active,6690.0,1.973345420623598e-09,2.1932796397336356e-11,1.951412624226262e-09,70.0,6620.0
2023-03-31,Energy,Asset Manager - Index,185514625741.0,0.047234782217086844,,,,
2023-03-31,Energy,Asset Manager - Index/Active,148480306480.0,0.04379714990210708,0.05009451345892409,-0.006297363556817016,159880020705.0,-11399714225.0
2023-03-31,Energy,Hedge Fund - Contrarian Value,6125362.0,0.05728084190922586,,,,
2023-03-31,Energy,Hedge Fund - Value,347766390.0,0.18903603623533105,0.20145755060216058,-0.012421514366829534,290973857.0,56792533.0
2023-03-31,Financials,Asset Manager - Index,406205270674.0,0.10342590196907984,,,,
2023-03-31,Financials,Asset Manager - Index/Active,329577715416.0,0.0972153476017565,0.10695230301279021,-0.009736955411033713,341345493537.0,-11767778121.0
2023-03-31,Financials,Hedge Fund - Contrarian Value,28514380.0,0.266649986224421,,,,
2023-03-31,Financials,Hedge Fund - Value,257653045.0,0.14005295437193738,0.152499650103953,-0.012446695732015622,220261843.0,37391202.0
2023-03-31,Health Care,Asset Manager - Index,385021478775.0,0.0980321935599201,,,,
2023-03-31,Health Care,Asset Manager - Index/Active,351105073390.0,0.10356525990012987,0.11660673904211023,-0.013041479141980367,372158277726.0,-21053204336.0
2023-03-31,Health Care,Hedge Fund - Contrarian Value,6388250.0,0.05973921840482442,,,,
2023-03-31,Health Care,Hedge Fund - Value,89559751.0,0.04868216372278881,0.02514514645143207,0.02353701727135674,36318223.0,53241528.0
2023-03-31,Industrials,Asset Manager - Index,128559744505.0,0.03273322256572862,,,,
2023-03-31,Industrials,Asset Manager - Index/Active,98157731349.0,0.02895352909661443,0.030187810741988137,-0.0012342816453737061,96346435432.0,1811295917.0
2023-03-31,Information Technology,Asset Manager - Index,701306084792.0,0.1785629572350579,,,,
2023-03-31,Information Technology,Asset Manager - Index/Active,583602253177.0,0.17214481820215943,0.1459894461558379,0.02615537204632154,465935170590.0,117667082587.0
2023-03-31,Materials,Asset Manager - Index,35113840700.0,0.008940505966281986,,,,
2023-03-31,Materials,Asset Manager - Index/Active,31644509312.0,0.009334162561840957,0.011984827343187718,-0.0026506647813467604,38250385351.0,-6605876039.0
2023-03-31,Materials,Hedge Fund - Value,27214909.0,0.014793259704784113,0.016456792873700714,-0.0016635331689166012,23769258.0,3445651.0
2023-03-31,Real Estate,Asset Manager - Index,81070082265.0,0.020641648413504476,,,,
2023-03-31,Real Estate,Asset Manager - Index/Active,56431043704.0,0.016645432238310692,0.017255741802574415,-0.0006103095642637224,55072864595.0,1358179109.0
2023-03-31,Unclassified,Asset Manager - Index,1225981932354.0,0.3121532296740429,,,,
2023-03-31,Unclassified,Asset Manager - Index/Active,1045049313530.0,0.30825759001199704,0.3107394245081176,-0.0024818344961205496,991745845879.0,53303467651.0
2023-03-31,Unclassified,Hedge Fund - Activist,989092252.0,0.7485913324666206,0.7532580647790711,-0.004666732312450517,922350843.0,66741409.0
2023-03-31,Unclassified,Hedge Fund - Contrarian Value,37333122.0,0.34911775977645765,0.6903050642043925,-0.3411873044279349,32124675.0,5208447.0
2023-03-31,Unclassified,Hedge Fund - Value,1039585301.0,0.5650893538894127,0.5565317593185888,0.008557594570823945,803822900.0,235762401.0
2023-03-31,Utilities,Asset Manager - Index,40315083821.0,0.010264819804596564,,,,
2023-03-31,Utilities,Asset Manager - Index/Active,33784363539.0,0.00996535412232713,0.01104668839764005,-0.0010813342753129198,35256251589.0,-1471888050.0
2023-06-30,Communication Services,Asset Manager - Index,264364585351.0,0.06268365641152755,0.06029777034125765,0.0023858860702699047,236819516738.0,27545068613.0
2023-06-30,Communication Services,Asset Manager - Index/Active,223876398308.0,0.06170832228592052,0.05891305926680322,0.0027952630191172972,199725989366.0,24150408942.0
2023-06-30,Communication Services,Hedge Fund - Activist,1395903779.0,0.11484126114875888,,,,
2023-06-30,Communication Services,Hedge Fund - Contrarian Value,16385000.0,0.009434233540259001,0.06905089636461058,-0.059616662824351574,7384000.0,9001000.0
2023-06-30,Consumer Discretionary,Asset Manager - Index,331020662436.0,0.07848852160626961,0.07418737305404419,0.004301148552225423,291370936857.0,39649725579.0
2023-06-30,Consumer Discretionary,Asset Manager - Index/Active,278109707080.0,0.07665695698626189,0.07167946926935129,0.004977487716910603,243006441954.0,35103265126.0
2023-06-30,Consumer Discretionary,Hedge Fund - Activist,6893831136.0,0.5671567580195089,0.029491256580591763,0.5376655014389171,34099000.0,6859732136.0
2023-06-30,Consumer Discretionary,Hedge Fund - Contrarian Value,8072700.0,0.004648137754070725,0.1981612973204605,-0.1935131595663898,21190500.0,-13117800.0
2023-06-30,Consumer Discretionary,Hedge Fund - Value,2641171.0,0.001238477585527994,6.366353625016515e-05,0.0011748140492778287,91952.0,2549219.0
2023-06-30,Consumer Staples,Asset Manager - Index,190053535853.0,0.04506371579759074,0.04763302022709902,-0.0025693044295082776,187078705682.0,2974830171.0
2023-06-30,Consumer Staples,Asset Manager - Index/Active,149211607359.0,0.041128042193362274,0.04423457425503552,-0.003106532061673245,149963254620.0,-751647261.0
2023-06-30,Consumer Staples,Hedge Fund - Activist,239502187.0,0.019703889062231618,0.18121843169179472,-0.1615145426295631,239438715.0,63472.0
2023-06-30,ETF - Broad Equity,Asset Manager - Index,20582586422.0,0.004880350269398669,0.004561867303690082,0.000318482965708587,17916735630.0,2665850792.0
2023-06-30,ETF - Broad Equity,Asset Manager - Index/Active,93890062050.0,0.025879450679993542,0.026223491754776014,-0.0003440410747824717,88902408066.0,4987653984.0
2023-06-30,ETF - Broad Equity,Hedge Fund - Activist,98023836.0,0.008064439052485087,0.07019023584158467,-0.06212579678909958,92740345.0,5283491.0
2023-06-30,ETF - Broad Equity,Hedge Fund - Contrarian Value,1627314187.0,0.9369827332032168,,,,
2023-06-30,ETF - Broad Equity,Hedge Fund - Value,1362811.0,0.0006390388493630253,0.0007166022464844802,-7.756339712145486e-05,1318321.0,44490.0
2023-06-30,ETF - Commodity,Asset Manager - Index,495056.0,1.1738304571795702e-07,1.2950196029295016e-07,-1.2118914574993146e-08,508619.0,-13563.0
2023-06-30,ETF - Commodity,Asset Manager - Index/Active,1495919549.0,0.000412328795447672,0.0004881990768844541,-7.58702814367821e-05,1655083692.0,-159164143.0
2023-06-30,ETF - Commodity,Hedge Fund - Value,68462451.0,0.032102885808532884,0.04162962982926144,-0.009526744020728554,76585324.0,-8122873.0
2023-06-30,ETF - Fixed Income,Asset Manager - Index,2184872561.0,0.0005180565344441292,0.00037678379624785693,0.00014127273819627224,1479818508.0,705054053.0
2023-06-30,ETF - Fixed Income,Asset Manager - Index/Active,10433728464.0,0.0028759077936143804,0.004195507836244351,-0.0013196000426299705,14223534882.0,-3789806418.0
2023-06-30,ETF - International Equity,Asset Manager - Index,3737346048.0,0.0008861645187942576,0.0009120107094057987,-2.584619061154114e-05,3581922420.0,155423628.0
2023-06-30,ETF - International Equity,Asset Manager - Index/Active,12690552436.0,0.0034979689937198618,0.003901941089219234,-0.00040397209549937214,13228290199.0,-537737763.0
2023-06-30,ETF - International Equity,Hedge Fund - Contrarian Value,811500.0,0.0004672493450058089,,,,
2023-06-30,ETF - Sector,Asset Manager - Index,158082247.0,3.748298298939589e-05,4.178366099585522e-05,-4.300678006459328e-06,164105345.0,-6023098.0
2023-06-30,ETF - Sector,Asset Manager - Index/Active,1683188409.0,0.0004639467741820743,0.00048511184109734437,-2.1165066915270056e-05,1644617401.0,38571008.0
2023-06-30,ETF - Thematic,Asset Manager - Index/Active,16.0,4.410170808699521e-12,1.973345420623598e-09,-1.9689352498148987e-09,6690.0,-6674.0
2023-06-30,Energy,Asset Manager - Index,179874453705.0,0.0426501471000181,0.047234782217086844,-0.004584635117068747,185514625741.0,-5640172036.0
2023-06-30,Energy,Asset Manager - Index/Active,140506553654.0,0.038728618834740235,0.04379714990210708,-0.005068531067366842,148480306480.0,-7973752826.0
2023-06-30,Energy,Hedge Fund - Contrarian Value,8754904.0,0.005040940430793267,0.05728084190922586,-0.05223990147843259,6125362.0,2629542.0
2023-06-30,Energy,Hedge Fund - Value,327695377.0,0.15366039506553938,0.18903603623533105,-0.035375641169791666,347766390.0,-20071013.0
2023-06-30,Financials,Asset Manager - Index,421426430597.0,0.09992469128648697,0.10342590196907984,-0.0035012106825928757,406205270674.0,15221159923.0
2023-06-30,Financials,Asset Manager - Index/Active,342018320069.0,0.09427245070054707,0.0972153476017565,-0.002942896901209427,329577715416.0,12440604653.0
2023-06-30,Financials,Hedge Fund - Contrarian Value,2248000.0,0.0012943641744584823,0.266649986224421,-0.2653556220499625,28514380.0,-26266380.0
2023-06-30,Financials,Hedge Fund - Value,199637467.0,0.09361246511910232,0.14005295437193738,-0.04644048925283506,257653045.0,-58015578.0
2023-06-30,Health Care,Asset Manager - Index,393620490626.0,0.09333160702360224,0.0980321935599201,-0.004700586536317858,385021478775.0,8599011851.0
2023-06-30,Health Care,Asset Manager - Index/Active,355542857272.0,0.09800029564891215,0.10356525990012987,-0.005564964251217719,351105073390.0,4437783882.0
2023-06-30,Health Care,Hedge Fund - Contrarian Value,14629500.0,0.008423443367544647,0.05973921840482442,-0.05131577503727977,6388250.0,8241250.0
2023-06-30,Health Care,Hedge Fund - Value,80335701.0,0.037670398851940616,0.04868216372278881,-0.011011764870848192,89559751.0,-9224050.0
2023-06-30,Industrials,Asset Manager - Index,133547929956.0,0.031665635337342984,0.03273322256572862,-0.0010675872283856386,128559744505.0,4988185451.0
2023-06-30,Industrials,Asset Manager - Index/Active,101849098349.0,0.028073245026945394,0.02895352909661443,-0.0008802840696690364,98157731349.0,3691367000.0
2023-06-30,Industrials,Hedge Fund - Activist,1219265797.0,0.10030922181709104,,,,
2023-06-30,Information Technology,Asset Manager - Index,833256753163.0,0.19757404324223696,0.1785629572350579,0.019011086007179046,701306084792.0,131950668371.0
2023-06-30,Information Technology,Asset Manager - Index/Active,697521080268.0,0.19226169416565553,0.17214481820215943,0.020116875963496095,583602253177.0,113918827091.0
2023-06-30,Materials,Asset Manager - Index,33878254277.0,0.008032894603118968,0.008940505966281986,-0.0009076113631630179,35113840700.0,-1235586423.0
2023-06-30,Materials,Asset Manager - Index/Active,30931153914.0,0.008525729504432169,0.009334162561840957,-0.0008084330574087886,31644509312.0,-713355398.0
2023-06-30,Materials,Hedge Fund - Value,42477351.0,0.019918152632338128,0.014793259704784113,0.005124892927554015,27214909.0,15262442.0
2023-06-30,Real Estate,Asset Manager - Index,79386893663.0,0.018823477279844143,0.020641648413504476,-0.0018181711336603332,81070082265.0,-1683188602.0
2023-06-30,Real Estate,Asset Manager - Index/Active,55987035549.0,0.015432024365238883,0.016645432238310692,-0.001213407873071809,56431043704.0,-444008155.0
2023-06-30,Unclassified,Asset Manager - Index,1291427149092.0,0.3062111197183291,0.3121532296740429,-0.005942109955713815,1225981932354.0,65445216738.0
2023-06-30,Unclassified,Asset Manager - Index/Active,1099419315394.0,0.3030391857044394,0.30825759001199704,-0.005218404307557656,1045049313530.0,54370001864.0
2023-06-30,Unclassified,Hedge Fund - Activist,2308545101.0,0.18992443089992447,0.7485913324666206,-0.5586669015666961,989092252.0,1319452849.0
2023-06-30,Unclassified,Hedge Fund - Contrarian Value,58544268.0,0.03370889818465131,0.34911775977645765,-0.31540886159180637,37333122.0,21211146.0
2023-06-30,Unclassified,Hedge Fund - Value,1377352585.0,0.6458575775258555,0.5650893538894127,0.08076822363644276,1039585301.0,337767284.0
2023-06-30,Utilities,Asset Manager - Index,38919885030.0,0.009228318904960491,0.010264819804596564,-0.0010365008996360732,40315083821.0,-1395198791.0
2023-06-30,Utilities,Asset Manager - Index/Active,32810816395.0,0.00904383154217679,0.00996535412232713,-0.0009215225801503402,33784363539.0,-973547144.0
2023-06-30,Utilities,Hedge Fund - Value,32630000.0,0.015300608561800218,7.531973226345838e-06,0.015293076588573871,12000.0,32618000.0
2023-09-30,Communication Services,Asset Manager - Active,108168348874.0,0.09348832024109305,,,,
2023-09-30,Communication Services,Asset Manager - Growth,9501883556.0,0.08669444233263646,,,,
2023-09-30,Communication Services,Asset Manager - Index,389653723535.0,0.06633020384689906,0.06268365641152755,0.0036465474353715027,264364585351.0,125289138184.0
2023-09-30,Communication Services,Asset Manager - Index/Active,226567645940.0,0.06515327901438911,0.06170832228592052,0.00344495672846859,223876398308.0,2691247632.0
2023-09-30,Communication Services,Asset Manager - Value,24611524676.0,0.12318817210575127,,,,
2023-09-30,Communication Services,Family Office - Macro,410708782.0,0.05826145994229535,,,,
2023-09-30,Communication Services,Foundation / Endowment,16348741.0,0.0004201226841232522,,,,
2023-09-30,Communication Services,Hedge Fund - Activist,1957746038.0,0.0716253145120709,0.11484126114875888,-0.043215946636687985,1395903779.0,561842259.0
2023-09-30,Communication Services,Hedge Fund - Contrarian Value,6975094.0,0.07047247668084544,0.009434233540259001,0.06103824314058644,16385000.0,-9409906.0
2023-09-30,Communication Services,Hedge Fund - Event Driven,588055000.0,0.0762630607672979,,,,
2023-09-30,Communication Services,Hedge Fund - Global Macro,979076930.0,0.03692057699694553,,,,
2023-09-30,Communication Services,Hedge Fund - Long/Short,4351566641.0,0.05608628777640009,,,,
2023-09-30,Communication Services,Hedge Fund - Long/Short Growth,10286489805.0,0.2103000353666151,,,,
2023-09-30,Communication Services,Hedge Fund - Multi-strategy,47870970202.0,0.06400140397143768,,,,
2023-09-30,Communication Services,Hedge Fund - Opportunistic,1018680750.0,0.20108213792396906,,,,
2023-09-30,Communication Services,Hedge Fund - Quant,12769738339.0,0.055338940034706005,,,,
2023-09-30,Communication Services,Hedge Fund - Value,1489714.0,0.0008436105552308215,0.017237746388198402,-0.01639413583296758,22170000.0,-20680286.0
2023-09-30,Communication Services,Market Maker - Quant,53076737137.0,0.06719250680376888,,,,
2023-09-30,Communication Services,Pension Fund,7877813555.0,0.06777825786169317,,,,
2023-09-30,Consumer Discretionary,Asset Manager - Active,91400547293.0,0.0789961548316936,,,,
2023-09-30,Consumer Discretionary,Asset Manager - Growth,25633024385.0,0.23387370948712632,,,,
2023-09-30,Consumer Discretionary,Asset Manager - Index,465942455195.0,0.07931672705094243,0.07848852160626961,0.0008282054446728249,331020662436.0,134921792759.0
2023-09-30,Consumer Discretionary,Asset Manager - Index/Active,267965320842.0,0.07705786606275901,0.07665695698626189,0.00040090907649711904,278109707080.0,-10144386238.0
2023-09-30,Consumer Discretionary,Asset Manager - Value,11374119186.0,0.05693092850938397,,,,
2023-09-30,Consumer Discretionary,Family Office - Macro,744627397.0,0.10562978237521874,,,,
2023-09-30,Consumer Discretionary,Foundation / Endowment,175262885.0,0.004503827767128054,,,,
2023-09-30,Consumer Discretionary,Hedge Fund - Activist,6526827281.0,0.23878789571969472,0.5671567580195089,-0.3283688622998142,6893831136.0,-367003855.0
2023-09-30,Consumer Discretionary,Hedge Fund - Contrarian Value,20314050.0,0.20524188131637053,0.004648137754070725,0.2005937435622998,8072700.0,12241350.0
2023-09-30,Consumer Discretionary,Hedge Fund - Event Driven,599258600.0,0.07771602150670577,,,,
